=== Sheet: bcbm-resources-analyzed-2026-03 ===
Type,URL,Discovered From,Has Captcha,Link Strategy,Link Format,Has URL Field
blog_comment,https://www.craftberrybush.com/2017/08/watercolor-lessons-and-free-printable.html,ahrefs:thenarcissisttest.com,No,url_field,html,Yes
blog_comment,https://www.yourcupofcake.com/almond-banana-bread/,ahrefs:thenarcissisttest.com,No,url_field,html,Yes
blog_comment,https://www.wonderfulmalaysia.com/tips/heading-to-malaysia-the-superstitions-you-ought-to-know.htm,ahrefs:thenarcissisttest.com,No,both,html,Yes
blog_comment,https://bevcooks.com/2024/08/homemade-ricotta/,ahrefs:thenarcissisttest.com,No,url_field,unknown,Yes
blog_comment,https://www.anspblog.org/fin-to-limb-to-art/,ahrefs:thenarcissisttest.com,No,url_field,html,Yes
blog_comment,https://www.repeatcrafterme.com/2019/01/crochet-moss-stitch-in-a-rectangle.html,ahrefs:thenarcissisttest.com,No,url_field,html,Yes
blog_comment,https://bakersroyale.com/chocolate-banana-bread-muffins-stuffed-with-reeses-peanut-butter-cup/,ahrefs:thenarcissisttest.com,No,url_field,html,Yes
profile,https://www.cornbeanspigskids.com/2024/08/back-to-school-my-kids-favorite.html,ahrefs:thenarcissisttest.com,No,url_field,unknown,No
blog_comment,https://squatuniversity.com/2015/12/01/the-squat-fix-hip-mobility-pt-1/comment-page-2/,ahrefs:thenarcissisttest.com,No,url_field,html,Yes
blog_comment,https://www.sydnestyle.com/2023/12/how-to-create-a-warm-neutrals-christmas-tree-filled-with-memories/,ahrefs:thenarcissisttest.com,No,url_field,html,Yes
blog_comment,https://www.runningwithspoons.com/easy-homemade-teriyaki-sauce/,ahrefs:thenarcissisttest.com,Yes,url_field,html,Yes
profile,https://www.techqiah.com/2024/11/192-168-100-1.html,ahrefs:thenarcissisttest.com,No,url_field,unknown,No
blog_comment,https://www.mangoandsalt.com/2023/05/04/galgos-podencos-tout-savoir-adoption-levriers-despagne/,ahrefs:thenarcissisttest.com,No,url_field,html,Yes
blog_comment,https://mummyfever.co.uk/family-skiing-in-bulgaria/,ahrefs:www.thwordle.app,No,url_field,html,Yes
blog_comment,https://www.certifiedpastryaficionado.com/churro-waffles/,ahrefs:www.thwordle.app,No,url_field,html,Yes
blog_comment,https://fashionablefoods.com/2014/11/10/2014119turkey-roulade/,ahrefs:www.thwordle.app,No,url_field,html,Yes
blog_comment,https://blog.goaffpro.com/mastering-affiliate-product-reviews-a-step-by-step-guide-for-engaging-content-and-conversions/,ahrefs:www.thwordle.app,No,both,html,Yes
blog_comment,https://www.patisserie-okumoto.com/hpgen/HPB/entries/1.html?https%3A%2F%2Ffuhrerschein-eu.com%2F=,ahrefs:www.thwordle.app,No,url_field,unknown,Yes
blog_comment,https://squatuniversity.com/2016/04/07/how-to-perfect-the-front-squat/comment-page-4/,ahrefs:www.thwordle.app,No,url_field,html,Yes
profile,https://iotwreport.com/letitia-james-indicted-for-banking-fraud/,ahrefs:www.thwordle.app,No,url_field,unknown,No
blog_comment,https://www.fivereasonssports.com/news/ultimate-miami-heat-fan-travel-guide-tickets-hotels-and-local-hotspots/,ahrefs:www.thwordle.app,No,url_field,html,Yes
blog_comment,https://abracomex.org/aula-inaugural-graduacao-servicos-juridicos-online/,ahrefs:www.thwordle.app,No,in_content,html,No
profile,http://www.eilentein.com/2019/02/ryijy-ja-kuinka-sen-tein.html,ahrefs:www.thwordle.app,No,url_field,unknown,No
profile,http://www.thinkgrowgiggle.com/2020/07/10-best-mentor-texts-to-use-for-reading.html,ahrefs:www.thwordle.app,No,url_field,unknown,No
blog_comment,https://www.betterreading.com.au/news/book-life/wine-coffee-tea-what-do-you-drink-while-youre-reading/,ahrefs:www.thwordle.app,No,url_field,html,Yes
